publisher,num_male,num_female,top_genres
Warner Faith / Time Warner Book Group / Faith Words,0,1,"Christian Fiction, Christmas, Christian"
Warner Futura,0,1,"Historical Fiction, Romance, Australia"
Warner Vision Books,1,0,"Thriller, Mystery, Suspense"
Warners Visions Books,1,0,"Thriller, Mystery, Suspense"
Warren Martin Books & Little Elephant Publishing,1,0,Historical Fiction
"Washington Square Press, Inc.",1,0,"Classics, Plays, Drama"
Wastern Pub. Co.,1,0,
Wallbuilders Inc,1,0,"History, Biography, American History"
Walt Disney Records & Audio,1,0,
Walter Foster Publishing,1,0,"Art, Nonfiction"
Walter-Verlag,0,1,
Walva-boek,1,0,
Wanderlost Publishing,1,0,"Fantasy, Paranormal, Magic"
Warboys Publishing (Ireland) Limited,0,1,"Christian, Fantasy, Christian Fiction"
"Warner Books Inc,",1,0,"Fantasy, Mystery, Magic"
Arlington Books Publishers Ltd,1,0,
Arlington House,1,0,"Economics, Nonfiction, Philosophy"
Arrow Books Ltd.,0,1,"Romance, Historical Fiction, Historical Romance"
Arrow Random House,0,1,"Chick Lit, Romance, Contemporary"
Arrow books,0,1,"Vampires, Horror, Fantasy"
"Arrowscope Press, LLC",0,1,Romance
Arsenic & Lace Publishing,1,0,
"Walker,",0,1,"Childrens, Chapter Books, Realistic Fiction"
Archipel,0,1,"Chick Lit, Romance, Contemporary"
Archipelago Books,1,0,"Poland, Polish Literature, Literature"
Archway Publishin,1,0,
Arclight Media Co.,1,0,"Fantasy, Young Adult, Magic"
Arctis Verlag,0,1,"Fantasy, Young Adult, Young Adult Fantasy"
Arcturus,1,0,
Arcturus Publishing Limited,1,0,"Art, Drawing, Nonfiction"
Ardannyl,1,0,
Arb Publishing,0,1,
Arbeiter Ring Publishing,1,0,"Poetry, Canada, Canadian Literature"
Arbor Vitae Press,1,0,
Arbor vitae,1,0,Czech Literature
Arcade Publishing (NY),1,0,"Historical Fiction, Classics, Nobel Prize"
Arcato,1,0,"Reverse Harem, Young Adult, Romance"
Arch Street Press,0,1,
Archaia Entertainment,1,0,"Fantasy, Graphic Novels, Comics"
Weidenfeld & Nicholson,1,0,"Contemporary, Literary Fiction, Adult Fiction"
Weidenfeld and Nicolson,1,0,"Humor, Nonfiction"
Weinheim ; Basel : Beltz und Gelberg,1,0,"Childrens, Fantasy, Pirates"
Weinstein Books,1,0,"Nonfiction, Animals, Memoir"
Aquapress,1,0,"Fantasy, Animals, Animal Fiction"
Aquarian Press,0,1,"Nonfiction, Memoir"
Aqueduct Press,0,1,"Science Fiction, Dystopia, Post Apocalyptic"
Aqueous Books,1,0,"Short Stories, Contemporary, Novels"
Wayne Clark YUL/NYC,1,0,Historical Fiction
Wayti Publishing House Foundation,1,0,
WeRBooks Publishing,1,0,
Weatherhill,1,0,"Poetry, Buddhism, Zen"
Webb,0,1,
Weber Books,1,0,"Reference, How To, Nonfiction"
Webster's Digital Services,0,1,
Webtoon,0,1,"Fantasy, Comics, Graphic Novels"
White Falcon Publishing Platform,1,0,
"White Feather Press, LLC",0,1,"Nonfiction, Reference"
White Pine Press (NY),1,0,"Poetry, Spanish Literature, Latin American Literature"
White Trail Publishing,0,1,
White Whisker Books,1,0,"Young Adult, Angels, Paranormal"
"White Wolf, Inc.",1,0,"Fantasy, Time Travel, High Fantasy"
Whitecap Books,0,1,"Cookbooks, Cooking, Food"
Whitefire Publishing,0,1,"Historical Fiction, Christian Fiction, Biblical Fiction"
Westport River Publishing,1,0,
Westside Books,0,1,"Young Adult, Mental Health, Mental Illness"
What on Earth Publishing,1,0,"Nonfiction, History, Science"
Wheatmark,0,1,"Nonfiction, Mental Illness, Memoir"
Wheelman Press,1,0,Fantasy
Whispering Pine Press,0,1,Cookbooks
Whispering Winds Press,1,0,"Spirituality, Nonfiction, Metaphysics"
White Cloud Press,1,0,"Religion, Nonfiction, Islam"
Western Epics,1,0,"Historical Fiction, Religion, Classics"
Westholme Publishing,1,0,"History, Civil War, Nonfiction"
Westland Publication,1,0,"Mythology, Fantasy, Indian Literature"
Westland Publication Limited,1,0,"Mythology, Fantasy, Amish"
Westland Publisher,0,1,"Romance, Indian Literature, India"
Westminster John Know Press,1,0,"New Testament, Archaeology, Christian"
Westminster/John Knox Press (Philadelphia),1,0,"Christian, Religion, Christianity"
Westpoint Publishing,1,0,
Weitbrecht,1,0,"Fantasy, Short Stories, German Literature"
Weldon Owen,0,1,"Cookbooks, Nonfiction, Cooking"
Weltbil,1,0,
Weltbild,1,0,
"Wendy Maddocks, via Smashwords",0,1,
Wentworth Press,1,0,"Poetry, Literature, History"
"West 26th Street Press, NYC",0,1,"Romance, Contemporary, Chick Lit"
WestBow,1,0,Christian Fiction
Apparition Press,0,1,
Apple Paperbacks,0,1,"Fantasy, Childrens, Middle Grade"
Apprentice House,1,0,
Apprentice Shop Books,0,1,
Apress,1,0,
April Churchill,0,1,
Wildcat Press,0,1,"LGBT, Gay, M M Romance"
Wilder Publications,1,0,"Classics, Adventure, Fantasy"
Aon Forge,1,0,"Science Fiction, Space Opera, Romance"
Apeejay Stya Publishing,1,0,"Vampires, Fantasy, Urban Fantasy"
Apex Book Company,1,0,"Horror, Paranormal, Adult"
Apex Publications,1,0,"Horror, Nonfiction, Writing"
Aphrodisia,1,0,"Erotica, Romance, Interracial Romance"
Apocryphile Press,1,0,"Poetry, Arthurian, Fantasy"
Apostolate of the Divine Heart,0,1,
Apparition,1,0,
Anthonyann Books,0,1,Historical Fiction
"Antinous Press, USA",1,0,"M M Romance, Young Adult, Gay"
Anupam Prokashoni,1,0,"Adventure, Young Adult"
Anvil,1,0,"Humor, Romance, Essays"
Anvil Press Poetry,1,0,"Poetry, German Literature, Literature"
"Anvil Publishing, Inc.",1,0,"Nonfiction, Swedish Literature, Scandinavian Literature"
Anyaprokash,1,0,"Drama, Romance, Novels"
Aoléon Press,1,0,"Fantasy, Science Fiction, Middle Grade"
Whitmore Publishing Company,1,0,Civil War
Whose Apple Press LLC,0,1,
Wicked Sassy,1,0,"Romance, Mystery, Contemporary"
Wicked Truth Pubishing,1,0,"Paranormal, Young Adult, Romance"
Wickid Pissa Books,1,0,
Wild Blue Press,1,0,"True Crime, Nonfiction, Crime"
Antagonist Art Movement,1,0,
Anthony Ryan,1,0,"Fantasy, Epic Fantasy, High Fantasy"
Wilshire Book Company,1,0,"Psychology, Self Help, Nonfiction"
Wilton Press,0,1,"Historical Fiction, Romance, Historical"
Wind Trail Publishing,0,1,"Romance, Contemporary, Young Adult"
Windhorse Publications,1,0,"Buddhism, Nonfiction"
"Winding Road Publishing, LLC",1,0,"Romance, Love Story, New Adult"
Windmill Books,1,0,"Fantasy, Young Adult, Mystery"
Windrush Press,1,0,
"Windsor-Brooke Books, LLC",1,0,"Nonfiction, Biography, Memoir"
William Morrow / HarperCollins / Harper Perennial,1,0,"Humor, Historical Fiction, Fantasy"
William Morrow Books,1,0,"Fantasy, Horror, Magical Realism"
"William Morrow and Co., Inc.",1,0,"Thriller, Mystery, Romance"
William Morrow; 1ST edition,1,0,"Nonfiction, Animals, Memoir"
Willow Aster,0,1,"Romance, New Adult, Contemporary Romance"
Willow Cross,0,1,"Paranormal, Fantasy, Young Adult"
Willow Lane Publishing,0,1,
WillowTree Press,1,0,
William C. Brown,1,0,
William Collins and Son,1,0,"Australia, Classics, Historical Fiction"
William Hare,1,0,
William Heinemann Australia,0,1,"Historical Fiction, Book Club, Historical"
William Heinemann Ltd,0,1,"Young Adult, Mystery, Contemporary"
William Heinemann Ltd.,1,0,"Horror, Thriller, Crime"
William M. Hayes,1,0,
"William Morrow & Co., Inc.",1,0,"Mystery, Crime, Novels"
Wilder Publications Inc.,1,0,"Science Fiction, Aliens, Adult"
Wilderness Press,1,0,"Reference, Travel, Nonfiction"
Wildling Press,0,1,"Werewolves, Paranormal, Romance"
Wildstorm Signature,1,0,"Graphic Novels, Comics, Science Fiction"
Wildwood Ebooks,0,1,
Wiley (TP),1,0,"Biography, History, Nonfiction"
William A. Prater,1,0,"Epic, Novels"
William Blackwood & Sons,1,0,"Classics, Mystery, Thriller"
Annam,1,0,"Historical Fiction, Classics"
Annorlunda förlag,0,1,"Dystopia, Fantasy, Young Adult"
Another Sky Press,1,0,"Science Fiction, Dystopia, Speculative Fiction"
Wisdom Creek Press,0,1,
Wise Words Publishing,1,0,
Wistful Words Press,0,1,"Romance, Chick Lit, Contemporary Romance"
Witness Impulse,0,1,"Short Stories, Mystery, Crime"
Wittily Writ Publishing,1,0,
Ankama Editions,1,0,"Comics, Fantasy, Bande Dessinée"
Anker Frankoni,1,0,
Ankita Pustaka,1,0,Humor
Ann Arbor Media,1,0,"Classics, Adventure, Animals"
Ann Charles,0,1,"Mystery, Paranormal, Romance"
Anna Applegate,0,1,"Paranormal, Paranormal Romance, Romance"
Anna Howard,0,1,"Romance, Music, New Adult"
Anna Othitis,0,1,"Cookbooks, Cooking, Food"
Angel Gelique,1,0,"Horror, Dark, Abuse"
Angela Hudson,0,1,"Vampires, Paranormal, Young Adult"
Angelic Script Publishing,1,0,Urban
Angelica Thaddeus,0,1,"Suspense, Romance, Erotica"
"Angelo Tsanatelis, via Smashwords",1,0,
Angie McKeon,0,1,"Romance, New Adult, Contemporary Romance"
Anitak Publishing,0,1,"Chick Lit, African American"
Ankama,1,0,"Fantasy, Comics, France"
Wing Books,1,0,"Humor, Short Stories, Comedy"
"Wings Epress, Incorporated",1,0,"Contemporary, Drama, Novels"
Winning Mind Press,0,1,
Winterzeit Audiobooks Hs,1,0,"Mystery, Classics, Short Stories"
Andy Weir / Galactanet,1,0,"Short Stories, Science Fiction, Philosophy"
Aneko Press,1,0,"Classics, Christian, Christian Fiction"
Anessa Books,0,1,"Urban Fantasy, Fantasy, Paranormal"
Angel Books Publications,1,0,Spirituality
Anchor Books/Knopf Doubleday Publishing Group,1,0,"Contemporary, Literary Fiction, British Literature"
Anchor Group,0,1,"Fantasy, Romance, Paranormal"
Anchor Print Group Ltd,1,0,Football
Ancient Wisdom Publications,1,0,"Spirituality, Psychology, Nonfiction"
And Other Stories,0,1,"Literary Fiction, Contemporary, Novels"
Andal Krida Nusantara (AKOER),1,0,"Novels, Indonesian Literature, Thriller"
Andesite Press,1,0,"Classics, Novels, 20th Century"
Andi Publisher,1,0,Novels
Wordsworth Classics,0,1,"Classics, Historical Fiction, Literature"
Amy Joy Lutchen,0,1,"Fantasy, Urban Fantasy, Romance"
Amy Rachiele,0,1,"Romance, Young Adult, New Adult"
Amygdala Press,1,0,"Thriller, Dark"
Anaconda Verlag GmbH,1,0,"Poetry, Classics, German Literature"
Ananda,1,0,"Classics, Novels"
Anannya Publications,1,0,"Novels, Drama, Comedy"
Anathema Publishing,1,0,
Woodrow Wilson Center Press,1,0,Politics
Woolshed Press (RHA),0,1,"Fantasy, Young Adult, High Fantasy"
WordSong,0,1,"Poetry, Middle Grade, Realistic Fiction"
Wordcraft of Oregon,1,0,"Short Stories, Horror, Zombies"
Wordpainting Unlimited Inc.,0,1,"Young Adult, Romance, Contemporary"
Wordpress,1,0,"Fantasy, Urban Fantasy, Horror"
Words Dance Publishing,0,1,"Poetry, Feminism, 21st Century"
Words to a Page Publishers,1,0,
Wizards of the Coast TSR,1,0,"Fantasy, Forgotten Realms, Dungeons and Dragons"
WmMorrowPB,0,1,"Nonfiction, Health, Reference"
Wolf Creek Books,1,0,"Short Stories, Classics, Adventure"
Wolters Noordhoff,1,0,"Literature, School, 20th Century"
Wolters-Noordhoff,1,0,"Dutch Literature, Literature, Classics"
Women's Free Press,0,1,"Chick Lit, Short Stories, Canada"
Women's Press,0,1,Young Adult
Women's Press (UK),0,1,"Poetry, Classics, 19th Century"
Wyatt Davenport,1,0,"Science Fiction, Fantasy, Amazon"
Wybear Press,0,1,"Young Adult, Mental Health, Mental Illness"
Wydawn. Literackie,1,0,"Fantasy, Polish Literature, Science Fiction"
Wydawnictwo Greg,0,1,"Polish Literature, Classics, School"
Wydawnictwo Jaguar,0,1,"Romance, New Adult, Contemporary"
Wydawnictwo Krytyki Politycznej,1,0,
Wydawnictwo Poznańskie,1,0,
Wydawnictwo Znak,1,0,"Fantasy, Science Fiction, Historical Fiction"
Write House Publishing,1,0,Urban
Write Plan,0,1,"Young Adult, Science Fiction, Dystopia"
Writer's Digest,1,0,"Writing, Nonfiction, Reference"
Writers Exchange E-Publishing,0,1,"Romance, Christian Fiction, Christian Romance"
Writers' Voice,0,1,
Writings of Mary Baker Eddy,1,0,"Religion, Nonfiction, Spirituality"
Wunderlich,0,1,"Thriller, Crime, German Literature"
Wyatt Book,1,0,"Classics, Young Adult, Historical Fiction"
World Wrestling Entertainment Books,1,0,"Biography, Sports, Nonfiction"
WorldMaker Media,0,1,"Dark, Romance, Abuse"
Worldbuilders Press,1,0,"Science Fiction, Audiobook, Space Opera"
Worldwide,1,0,"Mystery, Thriller, Crime"
Worldwide Library Worldwide Mysteries,0,1,
Worth Publishers,1,0,"Psychology, Nonfiction, Sociology"
Worthy Books,1,0,"Christian Fiction, Christian, Thriller"
Wren & Rook,1,0,"Nonfiction, LGBT, Memoir"
Andre Deutsch,1,0,"True Crime, Nonfiction, Crime"
Andres,1,0,
Andres & Blanton,1,0,"Romance, Chick Lit, Christian Fiction"
Andres Bello,0,1,"Poetry, Womens, Spanish Literature"
Wordsworth Publishing,1,0,"Christian Fiction, Romance, Historical Fiction"
World Castle,1,0,"Angels, Fantasy, Young Adult"
World Operations,1,0,"True Crime, Crime, Psychology"
World Scientific Publishing Company,1,0,"Science, Nonfiction"
Ammar Habib,1,0,"Thriller, Action, Superheroes"
"Ampersand Publishing, Inc.",0,1,"Romance, Contemporary Romance, Contemporary"
Ampol Publishing Inc,1,0,
Amrûn Verlag,0,1,
Amulet Harry N. Abrams La Martinière Groups,1,0,"Fantasy, Mystery, Fairy Tales"
Amulet Paperbacks,0,1,"Graphic Novels, Young Adult, Comics"
Amulet books,1,0,"Humor, Realistic Fiction, Childrens"
Amy A. Bartol,0,1,"Fantasy, Young Adult, Romance"
American Vision,1,0,"Theology, Nonfiction, Religion"
American Vision and Covenant Media Press,1,0,"Theology, Philosophy, Cultural"
Ameron,1,0,"Poetry, Classics, Literature"
Amethyst Editions,1,0,"Poetry, Memoir, Queer"
Amika Press,0,1,"Historical Fiction, France, Historical"
Amira Press,0,1,"Paranormal, Paranormal Romance, Romance"
Amira Rock Publishing,0,1,
Ammann Verlag,1,0,
Xcite Books,0,1,
Xerais de Galicia,1,0,
Xlibris Us,1,0,
Xlibris/ R Grey Hoover,1,0,"Historical Fiction, Horror"
Xo Edition,1,0,"Thriller, Mystery, Romance"
XoXo,0,1,
American Psychiatric Publishing,1,0,"Psychology, Nonfiction, Reference"
American University in Cairo Press,1,0,"Novels, Egypt, Historical Fiction"
Wydawnictwo Śląsk,1,0,"Polish Literature, Adventure, Childrens"
X-S Books,0,1,
XLIBRIS,1,0,Sexuality
XO EDITIONS,1,0,"Romance, France, Thriller"
XOXO Publisher,0,1,
XOXO Publishing.,0,1,
XYZ,1,0,Czech Literature
XandLand Press,1,0,
Youwriteon,0,1,"Romance, Contemporary Romance, Contemporary"
Yuan liu chu ban shi ye gu fen you xian gong si,1,0,"Music, Biography, Nonfiction"
"Yvonne Bruton, via Smashwords",0,1,
Zaffre,0,1,"Chick Lit, Contemporary, Audiobook"
Zafiro,0,1,
Zakharov,1,0,"Russia, Mystery, Detective"
"Zamna Ali, ISBN: 978-969-23195-0-8",1,0,"Philosophy, Politics, Religion"
Zenay Bekele Ben-Yochanan,1,0,
Yoel Press,1,0,
Yokai Publishing,1,0,
York Press,1,0,"Literary Fiction, Classics, Novels"
Yoshima Books,1,0,
You Come Too Publishing,1,0,
Youcanprint Self-Publishing,1,0,Middle Grade
Young Gan Gan Comics,0,1,"Manga, Horror, Fantasy"
Young Picador,0,1,"Historical Fiction, Young Adult, LGBT"
Yellow Kite,0,1,"Nonfiction, Contemporary, Memoir"
Yellow Rose Books,1,0,"Lesbian, Lesbian Fiction, Lesbian Romance"
Yeni Büyük Dağıtım Yayınevi,1,0,"Classics, Adventure, France"
Yeni İnsan Yayınevi,0,1,
Yessi Smith,1,0,"New Adult, Romance, Contemporary Romance"
Yestermorrow,0,1,"Horror, Classics, Gothic"
Yitik Ülke Şiir Kitaplığı,1,0,Poetry
Yleisradio,0,1,"Young Adult, Swedish Literature, Mystery"
Amy Einhorn Books/G.P. Putnam's Sons,0,1,"Historical Fiction, Historical, Adult"
Amy Einhorn: Putnam,0,1,"Nonfiction, Memoir, Humor"
Amy Harmon,0,1,"Romance, New Adult, Contemporary"
Amy Ivan,0,1,
YOLI,0,1,"Fantasy, Young Adult, Dystopia"
Yalebooks,1,0,"Poetry, Classics, American"
Yayasan Pustaka Obor Indonesia,1,0,
Yearling (imprint of Random House Children's Books),1,0,
Amereon House,1,0,Romance
America's Test Kitchen,1,0,"Cookbooks, Cooking, Food"
American Book Company,1,0,"Poetry, Classics"
American Book Publishing Company,1,0,
American Poetry Review,1,0,"Poetry, Love"
Zoetic Books,1,0,"Self Help, Nonfiction, Psychology"
Zola Books,0,1,"Romance, Fantasy, Time Travel"
Zoland Books,1,0,"Italian Literature, Classics, Italy"
Amber Allure,1,0,"M M Romance, Contemporary, Romance"
Amber Quill Press,0,1,"Fantasy, Romance, Fantasy Romance"
"Amber Quill Press, LLC",0,1,"Romance, Contemporary Romance, Erotic Romance"
Amber Swann Publishing Inc.,0,1,
Amberley Publishing,1,0,History
Amberlin,1,0,"Fantasy, Young Adult, Magic"
Ambo,1,0,
Ambo|Anthos,1,0,"Roman, Scandinavian Literature"
Ziggurat Productions,1,0,"Science Fiction, Short Stories, Classics"
Zing Office,0,1,
Zirk's Quirks Ltd.,0,1,"Book Club, Drama"
Amazon for Kindle,1,0,Contemporary
Amazon kdp,1,0,"Epic, Novels, Contemporary"
Amazon media,0,1,
Ambassador International,0,1,
Amber,0,1,"Fantasy, Childrens, Young Adult"
Zenith Press,1,0,"History, Aviation, Military Fiction"
Zephyr Press,0,1,"Poetry, Russia, Russian Literature"
Zeppelin Publishing Company,1,0,"Poetry, Music, The United States Of America"
Zero Books,1,0,"Philosophy, Politics, Nonfiction"
Zeropanik Press,1,0,Banned Books
Zest Books,0,1,"Graphic Novels, Memoir, Nonfiction"
Zeus Publications,1,0,Ghana
Zig-Zag,1,0,
Amanda Hocking,0,1,"Zombies, Young Adult, Dystopia"
Amanda Stone,0,1,"New Adult, Romance, College"
Amazon Asia-Pacific Holdings Private Limited,1,0,
Amazon Children's Publishing,0,1,"Young Adult, Abuse, Romance"
Amazon Create Space,1,0,
Amazon CreateSpace,0,1,
Amazon Dictionary Account,1,0,"Reference, Nonfiction, Dictionaries"
Amazon Encore,1,0,"Romance, Contemporary, Contemporary Romance"
amazon.com,1,0,
ambKids Academy,0,1,
Alton Street Publishing,1,0,
Altın Kitaplar,1,0,"Horror, Fantasy, American"
Alwick Press,1,0,"Young Adult, M M Romance, LGBT"
Aly Martinez,0,1,"Romance, New Adult, Sports"
Alyssa Rose Ivy,0,1,"Fantasy, Young Adult, Paranormal"
Amana Publications,1,0,"Islam, Religion, Nonfiction"
Zumaya Otherworlds,1,0,"Dystopia, Witches"
Zvaigzne ABC,1,0,"Childrens, Fantasy, Classics"
"Zyrobotics, LLC",1,0,Childrens
Zysk i S-ka Wydawnictwo,1,0,"Nonfiction, Science, Psychology"
a5,0,1,"Polish Literature, Nonfiction, History"
adult-fanfiction.org,1,0,"M M Romance, Disability, Contemporary"
ajab,1,0,"Marathi, Classics, Short Stories"
alm forlag,0,1,
Zondervan Publishing House,1,0,"Christian, Religion, Christianity"
Zone Books (NY),1,0,"Philosophy, Nonfiction, Theory"
Zones,0,1,"Nonfiction, Feminism, France"
Zorba Books,1,0,India
Zoya Tessi,0,1,"New Adult, Romance, Contemporary"
Zsolnay und Deuticke,1,0,"Romance, Chick Lit, German Literature"
Zubaan Books / Penguin India,0,1,"Short Stories, Science Fiction, Fantasy"
Zuma Publishing,1,0,"Mythology, Fantasy"
dpunkt.verlag,1,0,Programming
e-penguin,1,0,Fantasy
eBookPartnership.com,1,0,
eKensington,0,1,"Paranormal, Paranormal Romance, Vampires"
ePenguin,1,0,"Plays, Classics, Drama"
eXcessica Publishing,1,0,"BDSM, Romance, Erotica"
eberHAUS,0,1,
ebookpartnership,1,0,
create space,1,0,"Superheroes, Romance, Science Fiction"
createspace direct publishing,1,0,Abuse
createspace.com,1,0,
darelnokhba,1,0,
deBolsillo,1,0,"Mystery, Suspense, Mystery Thriller"
del Sol Press,1,0,
dp DIGITAL PUBLISHERS,0,1,
"dpInk: Donnaink Publications, L.L.C.",1,0,
"beORIGIN Co., Ltd.",1,0,"Contemporary, Young Adult, Fantasy"
bloomsbury qatar foundation publishing,1,0,"Novels, Horror, Fantasy"
books2read,0,1,Fantasy
booksmango,1,0,"Adventure, Nonfiction, Adult"
booktango.com,1,0,
both sides of the river press,0,1,
brainfire media,1,0,Fantasy
cahayasiroh publishing,1,0,
Amazon KDP (Independently Published),1,0,
Amazon Kindle Direct Publishing,1,0,
Amazon Media,0,1,
Amazon Press,1,0,
archiveofourown.org,1,0,"Fan Fiction, Romance, Lesbian Romance"
atb,1,0,
authorhouse,1,0,Poetry
bHd books,0,1,"Romance, Christian Fiction, Christian"
kalachuvadu,1,0,
"kalimba Publishers, LLC",1,0,
kathleen shoop,0,1,"Historical Fiction, Historical, Amazon"
kitos knygos,1,0,Poetry
knaur feelings,0,1,
kore,1,0,Fantasy
kotobarabia.com,1,0,"Poetry, Egypt"
kuro5hin.org,1,0,"Science Fiction, Dystopia, Artificial Intelligence"
ibidem Press,1,0,
ibooks,1,0,"Fantasy, Science Fiction, Short Stories"
ibooks Inc.,1,0,"Science Fiction, Fantasy, Science Fiction Fantasy"
ihath publishing,0,1,Humor
indie,1,0,
iread Books & Publishing,1,0,"Fantasy, Dragons"
jjames,1,0,
jjwxc,1,0,"Fantasy, LGBT, Romance"
http://www.scaryforkids.com/,1,0,"Short Stories, Science Fiction, Classics"
http://www.smashwords.com,1,0,
http://www.telemachuspress.com/,0,1,"Romance, Contemporary Romance, Contemporary"
https://itunes.apple.com/us/book/id1150480177,1,0,
i-Magic Media,1,0,Horror
i.e. new media,0,1,Young Adult
i2i,1,0,
iUniverse Star,1,0,"M M Romance, Young Adult, Gay"
ereads.com,1,0,"Science Fiction, Apocalyptic, Post Apocalyptic"
eyal sabag,1,0,
faber and faber,1,0,"Southern Gothic, Southern, Historical Fiction"
fattafinga publishing,1,0,Horror
